date,cases,prec,tmin,tmax,rh,tmean,dewmean,sst
2018-04-22,380.0,44.4333,14.3302,24.3431,80.4950815433866,18.616614285714288,15.191199999999998,18.67432857142857
2018-04-29,284.0,53.1256,14.5396,24.4359,84.09575009227953,18.718342857142858,15.975042857142856,19.03852857142857
2018-05-06,139.0,46.389,14.6581,24.6245,82.6303699143991,18.627399999999998,15.609457142857142,18.759142857142855
2018-05-13,79.0,42.1646,14.0636,24.5261,81.99588900783688,18.445957142857143,15.3125,18.485271428571426
2018-05-20,39.0,40.770399999999995,13.6473,24.1456,77.30727333988953,18.216257142857142,14.173714285714285,18.090457142857144
2018-05-27,136.0,27.3305,12.8188,23.9453,76.38308364110027,17.776285714285713,13.565842857142856,18.30962857142857
2018-06-03,5.0,54.2559,13.6325,23.4214,76.72476999624135,17.9519,13.787,18.156685714285715
2018-06-10,52.0,19.9328,12.7856,22.9107,80.047882958669,17.127914285714287,13.649357142857143,18.102157142857145
2018-06-17,122.0,24.3213,11.8442,22.9752,79.90784127594199,16.963414285714286,13.468314285714285,17.900557142857142
2018-06-24,230.0,8.8462,11.9158,23.6425,73.64953003395443,17.268442857142855,12.514957142857142,17.63311428571429
2018-07-01,62.0,17.3986,13.1306,24.2703,75.92775102271025,17.897042857142857,13.58607142857143,17.409528571428574
2018-07-08,54.0,10.4353,12.8594,24.7935,71.61287624424877,18.215985714285715,12.999014285714285,17.491742857142857
2018-07-15,38.0,20.793599999999998,11.9249,23.588,74.61237245637918,16.89447142857143,12.354714285714286,17.414657142857145
2018-07-22,92.0,36.6993,13.0584,23.7492,78.97051486859208,17.351785714285715,13.647071428571428,17.515071428571428
2018-07-29,154.0,8.9548,12.214,24.1678,75.2223644002547,17.49477142857143,13.0529,17.49807142857143
2018-08-05,156.0,28.6747,12.9308,23.6629,77.91234095886541,17.701028571428573,13.788471428571428,17.485685714285715
2018-08-12,87.0,30.482,12.9564,23.5537,75.75012896041986,17.270999999999997,12.94577142857143,17.207614285714286
2018-08-19,6.0,25.507800000000003,12.628,24.2733,72.73809936616347,17.735385714285716,12.770028571428572,17.057985714285714
2018-08-26,59.0,29.4168,12.3176,24.6108,72.58551337715276,17.38394285714286,12.3805,16.96382857142857
2018-09-02,51.0,13.9749,12.2808,25.1072,69.54347815963452,18.284200000000002,12.613771428571429,17.04565714285714
2018-09-09,96.0,18.7238,12.2879,25.5279,67.2740530809853,18.253557142857144,12.075114285714287,17.22648571428571
2018-09-16,49.0,21.7959,14.1029,26.3759,71.27105852376782,19.038342857142855,13.696314285714285,17.440742857142858
2018-09-23,44.0,25.0532,13.8281,25.7713,69.95567723108528,19.153585714285715,13.533942857142858,17.5529
2018-09-30,82.0,26.5242,14.4969,26.2101,71.74232618020547,19.30118571428571,14.067157142857143,17.556471428571427
2018-10-07,138.0,41.7098,15.1867,24.9886,76.3972749900486,19.117628571428572,14.845585714285715,17.509085714285714
2018-10-14,166.0,50.7415,15.2393,25.0062,79.47474301668477,18.844942857142858,15.204714285714285,18.193257142857142
2018-10-21,178.0,34.2926,15.4115,25.7862,78.58161040273477,19.460628571428572,15.631557142857144,17.961428571428574
2018-10-28,179.0,51.0362,15.1743,25.5735,78.9089432114525,19.016885714285714,15.266157142857143,17.299757142857143
2018-11-04,0.0,39.5121,15.4757,25.2795,77.31547594258724,19.46132857142857,15.3787,17.995857142857144
2018-11-11,0.0,49.3568,15.771,25.488,79.37010382898903,19.4895,15.818428571428571,18.733514285714286
2018-11-18,0.0,54.503600000000006,16.0554,24.8598,78.0099844161136,19.792742857142855,15.84597142857143,19.001585714285714
2018-11-25,0.0,68.9232,16.012,25.9699,78.4781076453771,19.67617142857143,15.814642857142859,19.353114285714287
2018-12-02,0.0,52.3283,15.0276,25.2184,73.96558582045563,19.580685714285714,14.788528571428571,19.780514285714283
2018-12-09,0.0,40.6628,14.8267,24.8194,74.48623009846922,19.198114285714286,14.533985714285715,19.982599999999998
2018-12-16,0.0,52.8902,15.5997,25.2648,78.52481397943761,19.537757142857142,15.693142857142858,20.152800000000003
2018-12-23,0.0,66.5026,15.8469,24.5367,83.6127394222272,18.935185714285716,16.095742857142856,20.583871428571427
2018-12-30,0.0,44.2569,15.8986,24.219,81.7645312201176,19.2819,16.085771428571427,20.847085714285715
2019-01-06,134.0,43.3569,16.0388,25.3039,80.51411395130062,19.684142857142856,16.233385714285713,21.21472857142857
2019-01-13,321.0,75.81309999999999,15.5172,25.2893,83.48940384779395,19.10505714285714,16.2309,22.136571428571425
2019-01-20,389.0,77.40129999999999,15.7249,23.6477,86.04476283416601,18.8295,16.442742857142857,21.23402857142857
2019-01-27,329.0,65.6291,16.2644,25.6453,84.26452284699916,19.606485714285714,16.875585714285712,21.620885714285716
